Date,Open,High,Low,Close
"Aug 31, 2024",2525.86,2532.39,2493.71,2513.39
"Aug 30, 2024",2528.73,2539.92,2432.83,2525.82
"Aug 29, 2024",2528.36,2595.98,2507.50,2528.79
"Aug 28, 2024",2458.90,2553.82,2422.29,2528.42
"Aug 27, 2024",2681.62,2700.15,2401.18,2458.73
"Aug 26, 2024",2749.25,2763.00,2668.89,2681.34
"Aug 25, 2024",2769.10,2793.01,2736.09,2749.16
"Aug 24, 2024",2765.48,2820.02,2737.78,2769.39
"Aug 23, 2024",2622.92,2799.33,2622.58,2764.45
"Aug 22, 2024",2630.86,2644.82,2587.11,2622.95
"Aug 21, 2024",2573.11,2662.95,2538.66,2631.40
"Aug 20, 2024",2637.31,2695.91,2556.75,2573.11
"Aug 19, 2024",2612.72,2648.28,2566.40,2637.31
"Aug 18, 2024",2614.11,2684.03,2596.74,2613.36
"Aug 17, 2024",2593.17,2626.67,2588.79,2614.55
"Aug 16, 2024",2570.09,2629.38,2553.07,2593.19
"Aug 15, 2024",2662.89,2675.31,2518.67,2570.09
"Aug 14, 2024",2703.59,2775.28,2636.71,2662.91
"Aug 13, 2024",2724.30,2737.99,2613.80,2703.67
"Aug 12, 2024",2553.50,2749.14,2513.39,2724.43
"Aug 11, 2024",2609.97,2718.80,2544.17,2553.25
"Aug 10, 2024",2599.58,2642.93,2580.66,2610.02
"Aug 9, 2024",2683.72,2706.45,2555.23,2599.60
"Aug 8, 2024",2336.92,2721.95,2322.53,2683.35
"Aug 7, 2024",2458.99,2551.56,2312.17,2336.59
"Aug 6, 2024",2417.27,2553.58,2416.53,2458.72
"Aug 5, 2024",2686.03,2695.89,2122.55,2417.21
"Aug 4, 2024",2903.09,2931.47,2639.57,2686.40
"Aug 3, 2024",2985.95,3015.30,2861.18,2903.39
"Aug 2, 2024",3201.60,3214.53,2965.73,2986.01
"Aug 1, 2024",3231.25,3241.78,3078.54,3201.56
"Jul 31, 2024",3278.69,3347.64,3216.07,3231.30
"Jul 30, 2024",3320.64,3365.32,3235.76,3278.67
"Jul 29, 2024",3271.45,3396.63,3257.72,3320.54
"Jul 28, 2024",3247.51,3283.15,3201.76,3271.46
"Jul 27, 2024",3275.89,3327.43,3195.36,3247.61
"Jul 26, 2024",3174.05,3285.76,3172.78,3275.95
"Jul 25, 2024",3336.36,3341.44,3088.76,3174.43
"Jul 24, 2024",3482.15,3487.65,3304.04,3336.34
"Jul 23, 2024",3440.77,3539.53,3395.42,3482.00
"Jul 22, 2024",3536.63,3560.08,3425.80,3440.42
"Jul 21, 2024",3519.43,3546.62,3415.44,3536.61
"Jul 20, 2024",3505.72,3539.90,3482.49,3519.30
"Jul 19, 2024",3425.91,3540.59,3377.88,3505.73
"Jul 18, 2024",3388.03,3488.72,3374.99,3426.26
"Jul 17, 2024",3446.74,3516.10,3379.10,3388.75
"Jul 16, 2024",3486.14,3498.22,3351.78,3443.51
"Jul 15, 2024",3246.13,3494.10,3235.78,3489.55
"Jul 14, 2024",3176.74,3266.49,3166.43,3244.08
"Jul 13, 2024",3134.55,3199.99,3115.08,3177.20
"Jul 12, 2024",3099.99,3154.60,3048.51,3134.16
"Jul 11, 2024",3101.34,3208.94,3057.22,3100.33
"Jul 10, 2024",3066.14,3148.41,3026.61,3102.22
"Jul 9, 2024",3018.80,3105.80,3005.52,3064.03
"Jul 8, 2024",2929.86,3090.66,2826.48,3018.73
"Jul 7, 2024",3067.41,3072.81,2923.96,2929.39
"Jul 6, 2024",2981.99,3080.11,2957.40,3069.38
"Jul 5, 2024",3057.83,3106.15,2826.01,2981.60
"Jul 4, 2024",3291.82,3309.20,3054.52,3054.52
"Jul 3, 2024",3416.25,3426.33,3254.52,3292.92
"Jul 2, 2024",3439.38,3459.76,3399.03,3416.35
"Jul 1, 2024",3432.61,3513.31,3425.32,3440.34
"Jun 30, 2024",3373.08,3453.21,3352.28,3432.89
"Jun 29, 2024",3373.69,3401.73,3369.55,3372.97
"Jun 28, 2024",3445.50,3482.96,3363.44,3373.64
"Jun 27, 2024",3368.89,3470.92,3362.26,3444.80
"Jun 26, 2024",3394.37,3421.51,3328.39,3369.48
"Jun 25, 2024",3350.56,3422.21,3335.56,3395.03
"Jun 24, 2024",3418.78,3430.70,3244.24,3350.26
"Jun 23, 2024",3494.95,3519.32,3408.58,3418.61
"Jun 22, 2024",3516.55,3519.50,3477.17,3494.81
"Jun 21, 2024",3511.27,3542.96,3447.94,3516.08
"Jun 20, 2024",3559.35,3623.89,3485.46,3511.09
"Jun 19, 2024",3482.35,3583.32,3466.48,3559.35
"Jun 18, 2024",3510.57,3514.18,3371.59,3483.68
"Jun 17, 2024",3622.38,3634.29,3468.15,3511.38
"Jun 16, 2024",3566.76,3648.09,3541.53,3620.56
"Jun 15, 2024",3479.79,3589.89,3473.45,3565.55
"Jun 14, 2024",3467.97,3528.60,3366.22,3480.27
"Jun 13, 2024",3559.73,3559.73,3431.33,3469.28
"Jun 12, 2024",3497.90,3652.49,3463.78,3559.62
"Jun 11, 2024",3666.36,3669.89,3434.75,3498.33
"Jun 10, 2024",3705.88,3711.43,3648.16,3666.72
"Jun 9, 2024",3680.94,3719.37,3668.12,3705.90
"Jun 8, 2024",3677.40,3707.50,3669.64,3680.95
"Jun 7, 2024",3811.67,3838.45,3615.28,3678.63
"Jun 6, 2024",3864.26,3878.05,3761.78,3811.61
"Jun 5, 2024",3812.56,3887.49,3778.66,3864.26
"Jun 4, 2024",3766.48,3831.36,3738.13,3812.52
"Jun 3, 2024",3780.85,3848.60,3758.92,3766.39
"Jun 2, 2024",3813.28,3834.91,3752.41,3780.90
"Jun 1, 2024",3759.88,3829.29,3749.84,3813.20
"May 31, 2024",3746.86,3843.86,3723.84,3760.03
"May 30, 2024",3763.36,3823.64,3702.26,3746.85
"May 29, 2024",3840.24,3880.65,3742.04,3763.20
"May 28, 2024",3892.10,3924.90,3771.21,3840.26
"May 27, 2024",3826.13,3973.56,3821.93,3892.01
"May 26, 2024",3749.18,3879.47,3732.02,3825.90
"May 25, 2024",3726.98,3776.01,3710.53,3749.24
"May 24, 2024",3776.99,3825.12,3631.99,3726.93
"May 23, 2024",3737.18,3943.55,3552.64,3776.93
"May 22, 2024",3789.37,3810.95,3655.08,3737.22
"May 21, 2024",3663.01,3837.37,3628.10,3789.31
"May 20, 2024",3071.86,3690.81,3050.30,3663.86
"May 19, 2024",3122.82,3137.15,3056.75,3071.84
"May 18, 2024",3094.55,3146.79,3087.70,3122.95
"May 17, 2024",2945.14,3120.30,2934.11,3094.12
"May 16, 2024",3036.01,3041.81,2925.09,2945.13
"May 15, 2024",2881.22,3041.60,2864.74,3037.06
"May 14, 2024",2949.21,2959.55,2863.55,2881.16
"May 13, 2024",2928.81,2994.87,2865.13,2949.36
"May 12, 2024",2911.66,2953.05,2902.20,2928.70
"May 11, 2024",2909.85,2942.18,2888.08,2911.60
"May 10, 2024",3036.23,3052.73,2881.00,2909.79
"May 9, 2024",2973.97,3057.96,2951.22,3036.02
"May 8, 2024",3006.32,3037.20,2938.47,2973.66
"May 7, 2024",3062.75,3129.08,3003.01,3006.58
"May 6, 2024",3137.51,3220.15,3048.24,3062.73
"May 5, 2024",3117.64,3170.06,3075.59,3137.25
"May 4, 2024",3103.62,3167.54,3096.27,3117.58
"May 3, 2024",2988.13,3127.16,2960.18,3103.54
"May 2, 2024",2969.79,3015.05,2894.33,2988.17
"May 1, 2024",3011.02,3020.17,2815.92,2969.78
"Apr 30, 2024",3215.38,3249.38,2918.23,3012.29
"Apr 29, 2024",3262.34,3285.47,3116.20,3215.43
"Apr 28, 2024",3252.25,3351.18,3249.15,3262.77
"Apr 27, 2024",3129.73,3279.45,3071.34,3252.17
"Apr 26, 2024",3156.38,3166.19,3103.10,3130.16
"Apr 25, 2024",3139.62,3190.98,3074.80,3156.51
"Apr 24, 2024",3219.96,3292.92,3105.98,3139.81
"Apr 23, 2024",3201.59,3264.42,3154.59,3219.91
"Apr 22, 2024",3147.66,3236.66,3131.37,3201.65
"Apr 21, 2024",3157.57,3197.51,3119.55,3147.29
"Apr 20, 2024",3059.48,3170.67,3021.78,3157.63
"Apr 19, 2024",3065.95,3127.11,2868.80,3059.28
"Apr 18, 2024",2984.71,3094.84,2956.13,3066.03
"Apr 17, 2024",3084.92,3123.67,2918.55,2984.73
"Apr 16, 2024",3101.14,3127.16,2997.75,3084.92
"Apr 15, 2024",3156.83,3277.56,3026.54,3101.60
"Apr 14, 2024",3005.55,3174.67,2914.42,3156.94
"Apr 13, 2024",3242.94,3299.66,2862.39,3004.90
"Apr 12, 2024",3505.33,3552.59,3103.43,3243.03
"Apr 11, 2024",3543.45,3616.19,3477.17,3505.25
"Apr 10, 2024",3505.16,3561.52,3415.18,3543.74
"Apr 9, 2024",3695.34,3724.92,3455.11,3505.16
"Apr 8, 2024",3453.50,3727.62,3409.51,3695.29
"Apr 7, 2024",3354.21,3458.51,3346.11,3453.49
"Apr 6, 2024",3318.86,3397.59,3308.98,3354.18
"Apr 5, 2024",3330.01,3345.67,3214.24,3318.89
"Apr 4, 2024",3311.50,3443.21,3253.32,3330.04
"Apr 3, 2024",3277.32,3368.11,3205.65,3311.44
"Apr 2, 2024",3504.82,3506.96,3215.99,3277.23
"Apr 1, 2024",3647.82,3648.13,3418.70,3505.03
"Mar 31, 2024",3507.95,3655.22,3507.24,3647.86
"Mar 30, 2024",3511.83,3566.08,3489.90,3507.94
"Mar 29, 2024",3561.01,3583.70,3475.73,3511.81
"Mar 28, 2024",3500.22,3609.71,3465.33,3561.29
"Mar 27, 2024",3587.31,3664.38,3460.39,3500.12
"Mar 26, 2024",3591.09,3678.79,3545.43,3587.50
"Mar 25, 2024",3454.89,3657.12,3421.79,3590.88
"Mar 24, 2024",3336.67,3470.34,3301.28,3454.64
"Mar 23, 2024",3335.59,3433.76,3273.12,3336.59
"Mar 22, 2024",3492.90,3541.90,3254.97,3333.69
"Mar 21, 2024",3514.02,3586.91,3412.22,3492.99
"Mar 20, 2024",3158.40,3534.83,3059.65,3513.39
"Mar 19, 2024",3518.35,3546.58,3149.29,3157.62
"Mar 18, 2024",3642.30,3642.50,3456.09,3517.99
"Mar 17, 2024",3523.03,3676.26,3414.17,3642.41
"Mar 16, 2024",3736.10,3780.89,3468.08,3522.86
"Mar 15, 2024",3882.86,3928.78,3571.77,3735.22
"Mar 14, 2024",4005.75,4011.10,3721.79,3883.14
"Mar 13, 2024",3980.27,4083.01,3936.63,4006.46
"Mar 12, 2024",4066.69,4092.28,3831.89,3980.27
"Mar 11, 2024",3881.24,4087.05,3745.13,4066.45
"Mar 10, 2024",3915.59,3968.72,3800.56,3881.19
"Mar 9, 2024",3892.12,3950.40,3880.66,3915.42
"Mar 8, 2024",3874.83,3998.83,3828.36,3892.06
"Mar 7, 2024",3818.31,3939.59,3738.69,3874.35
"Mar 6, 2024",3554.07,3901.43,3502.80,3819.23
"Mar 5, 2024",3631.93,3828.16,3224.12,3554.96
"Mar 4, 2024",3489.34,3641.46,3446.02,3630.43
"Mar 3, 2024",3422.88,3491.17,3372.21,3490.99
"Mar 2, 2024",3436.16,3459.75,3398.90,3422.05
"Mar 1, 2024",3341.97,3452.63,3341.85,3435.05
"Feb 29, 2024",3386.80,3518.97,3303.91,3341.92
"Feb 28, 2024",3243.89,3485.45,3201.58,3385.70
"Feb 27, 2024",3178.41,3287.96,3167.83,3244.52
"Feb 26, 2024",3112.53,3197.38,3037.95,3178.99
"Feb 25, 2024",2992.37,3117.43,2984.39,3112.70
"Feb 24, 2024",2921.96,3003.20,2907.70,2992.39
"Feb 23, 2024",2970.14,2991.33,2906.58,2921.66
"Feb 22, 2024",2969.60,3030.67,2907.11,2971.01
"Feb 21, 2024",3015.65,3017.19,2875.42,2970.36
"Feb 20, 2024",2944.11,3031.52,2879.90,3013.50
"Feb 19, 2024",2881.30,2983.37,2860.26,2943.57
"Feb 18, 2024",2786.71,2892.84,2767.91,2879.00
"Feb 17, 2024",2803.74,2805.13,2724.39,2786.67
"Feb 16, 2024",2825.48,2858.45,2760.33,2803.69
"Feb 15, 2024",2777.60,2865.85,2764.01,2824.38
"Feb 14, 2024",2641.69,2786.89,2621.03,2777.90
"Feb 13, 2024",2659.59,2686.46,2599.17,2642.19
"Feb 12, 2024",2507.58,2663.84,2473.81,2658.12
"Feb 11, 2024",2501.13,2537.68,2495.21,2507.57
"Feb 10, 2024",2487.65,2516.72,2475.86,2501.23
"Feb 9, 2024",2419.77,2522.72,2419.36,2487.52
"Feb 8, 2024",2424.08,2459.56,2414.75,2419.91
"Feb 7, 2024",2372.26,2442.64,2353.71,2423.75
"Feb 6, 2024",2298.96,2389.83,2296.79,2372.20
"Feb 5, 2024",2289.21,2334.68,2270.07,2298.89
"Feb 4, 2024",2296.12,2309.01,2272.30,2289.55
"Feb 3, 2024",2307.98,2327.35,2293.54,2296.04
"Feb 2, 2024",2303.71,2323.05,2282.23,2308.04
"Feb 1, 2024",2282.18,2309.84,2243.57,2303.82
"Jan 31, 2024",2343.56,2349.61,2264.44,2282.54
"Jan 30, 2024",2317.44,2388.87,2298.28,2344.49
"Jan 29, 2024",2257.00,2320.03,2237.71,2317.06
"Jan 28, 2024",2268.19,2306.90,2242.68,2257.21
"Jan 27, 2024",2267.32,2282.54,2252.39,2267.89
"Jan 26, 2024",2217.44,2280.38,2196.14,2267.20
"Jan 25, 2024",2233.97,2240.38,2173.69,2217.71
"Jan 24, 2024",2241.75,2261.38,2197.66,2233.56
"Jan 23, 2024",2310.95,2348.03,2167.28,2240.69
"Jan 22, 2024",2454.99,2463.45,2303.50,2310.83
"Jan 21, 2024",2469.80,2479.76,2452.38,2453.91
"Jan 20, 2024",2489.85,2489.85,2456.10,2469.59
"Jan 19, 2024",2468.69,2501.31,2414.71,2489.50
"Jan 18, 2024",2528.59,2546.26,2426.14,2467.02
"Jan 17, 2024",2587.04,2592.74,2508.43,2528.37
"Jan 16, 2024",2510.63,2613.57,2500.00,2587.69
"Jan 15, 2024",2471.67,2550.77,2470.82,2511.36
"Jan 14, 2024",2578.00,2578.33,2470.42,2472.24
"Jan 13, 2024",2522.93,2589.08,2498.59,2576.60
"Jan 12, 2024",2619.18,2710.42,2460.93,2524.46
"Jan 11, 2024",2584.17,2687.78,2567.99,2619.62
"Jan 10, 2024",2344.92,2626.98,2341.94,2582.10
"Jan 9, 2024",2332.87,2369.64,2243.22,2344.83
"Jan 8, 2024",2222.86,2358.82,2171.99,2333.03
"Jan 7, 2024",2242.01,2257.13,2211.56,2222.87
"Jan 6, 2024",2269.54,2271.36,2219.78,2241.62
"Jan 5, 2024",2269.41,2276.76,2209.54,2268.65
"Jan 4, 2024",2210.53,2294.61,2204.87,2269.04
"Jan 3, 2024",2355.98,2385.12,2113.93,2210.76
"Jan 2, 2024",2352.59,2431.21,2348.89,2355.84
"Jan 1, 2024",2282.87,2352.33,2267.02,2352.33
